Index,Object Fid,Last Upload Time,NE Name,NE ID,NE Type,DCC IP,Net Mask,Software Version,Hardware Version,PCB Version,Manufacture Date,Location,
260,\10.121.99.15_TP HOSPITAL_TN703B_GJ_SSA SEN_PH3,2026-08-15 01:04:43,10.121.99.15_TP HOSPITAL_TN703B_GJ_SSA SEN_PH3,\e=47663,TN703B R2.9.2 Rev.B,10.121.99.15,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
261,\10.121.97.220_RANAVAV_TN705B_WTR_RJ_PH3,2026-08-31 01:10:12,10.121.97.220_RANAVAV_TN705B_WTR_RJ_PH3,\e=19800,TN705B R2.9.2,10.121.97.220,,2.9.1 load2.9.1_p13,B1,0,,GUJ_JUNAGADH SSA,
262,\10.121.68.195_KHAMBALIYA_TN725B_WTR_RJ_PH3,2026-09-02 01:11:56,10.121.68.195_KHAMBALIYA_TN725B_WTR_RJ_PH3,\e=13039,TN725B R2.9.2,10.121.68.195,,2.9.1 load2.9.1_p13,B1,0,,GUJ_RAJKOT WTR_PH2,
263,\10.121.18.193_Bapunagar(GNE)_TN725B_GJ_SSA AM_PH1,2026-07-16 01:01:28,10.121.18.193_Bapunagar(GNE)_TN725B_GJ_SSA AM_PH1,\e=1853,TN725B R2.9.2,10.121.18.193,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
264,\10.121.99.220_DGVCL PRI_TN703B_GJ_SSA SR_PH2,2026-09-10 01:00:38,10.121.99.220_DGVCL PRI_TN703B_GJ_SSA SR_PH2,\e=19761,TN703B R2.9.2 Rev.B,10.121.99.220,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ_SURAT SSA,
265,\10.121.17.175_Botad_TN705B_GJ_SSA BV_PH3,2026-06-05 01:16:25,10.121.17.175_Botad_TN705B_GJ_SSA BV_PH3,\e=20747,TN705B R2.9.2,10.121.17.175,,2.9.1 load2.9.1_p13,B1,2,,,
266,\10.121.24.118_DC5 TE_TN703B_GJ_SSA BUJ_PH2,2026-08-07 01:20:32,10.121.24.118_DC5 TE_TN703B_GJ_SSA BUJ_PH2,\e=15634,TN703B R2.9.2 Rev.A,10.121.24.118,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
267,\10.121.96.80_AMLESHWAR-2_TN705B_GJ_SSA BCH_PH3,2026-09-11 01:00:28,10.121.96.80_AMLESHWAR-2_TN705B_GJ_SSA BCH_PH3,\e=20197,TN705B R2.9.2,10.121.96.80,,2.9.1 load2.9.1_p13,B1,0,,,
268,\10.121.19.176_Dheeraj Sadan BTS_TN703B_GJ_SSA VDR_PH2,2026-08-27 01:20:11,10.121.19.176_Dheeraj Sadan BTS_TN703B_GJ_SSA VDR_PH2,\e=6809,TN703B R2.9.2 Rev.B,10.121.19.176,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _VADODARA  SSA,
269,\10.121.100.54_ANUMALA_TN705B_GJ_SSA SR_PH3,2026-09-04 01:06:16,10.121.100.54_ANUMALA_TN705B_GJ_SSA SR_PH3,\e=20176,TN705B R2.9.2,10.121.100.54,,2.9.1 load2.9.1_p13,B1,2,,GUJ_SURAT SSA,
270,\10.121.25.81_DHAROI-BTS_TN703B_GJ_SSA MEH_PH3,2026-09-11 01:06:21,10.121.25.81_DHAROI-BTS_TN703B_GJ_SSA MEH_PH3,\e=42812,TN703B R2.9.2 Rev.B,10.121.25.81,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
271,\10.121.68.217_BHATIA_TN703B_GJ_SSA JMN_PH2,2026-08-31 01:12:20,10.121.68.217_BHATIA_TN703B_GJ_SSA JMN_PH2,\e=42806,TN703B R2.9.2 Rev.B,10.121.68.217,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
272,\10.121.18.88_SHAHIBAUG_TN725B_GJ_SSA AM_PH1,2026-08-10 01:07:03,10.121.18.88_SHAHIBAUG_TN725B_GJ_SSA AM_PH1,\e=1459,TN725B R2.9.2,10.121.18.88,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
273,\10.121.17.42_GONDAL_TN725B_GJ_SSA RJ_PH3,2026-08-30 01:04:36,10.121.17.42_GONDAL_TN725B_GJ_SSA RJ_PH3,\e=47844,TN725B R2.9.2,10.121.17.42,,2.9.1 load2.9.1_p13,B1,0,,,
274,\10.121.98.142_KUWALA_TN703B_GJ_SSA PNP_PH2,2026-08-26 01:03:31,10.121.98.142_KUWALA_TN703B_GJ_SSA PNP_PH2,\e=21053,TN703B R2.9.2 Rev.B,10.121.98.142,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
275,\10.121.20.50_Samana Radar SBI_TN703B_GJ_SSA JMN_PH2,2026-08-24 01:00:57,10.121.20.50_Samana Radar SBI_TN703B_GJ_SSA JMN_PH2,\e=21035,TN703B R2.9.2 Rev.A,10.121.20.50,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
276,\10.121.24.244_VASO_TN705B_GJ_SSA NAD_PH3,2026-06-16 01:16:27,10.121.24.244_VASO_TN705B_GJ_SSA NAD_PH3,\e=11290,TN705B R2.9.2,10.121.24.244,,2.9.1 load2.9.1_p13,B1,2,,,
277,\10.121.99.5_DHANGDHRA_TN725B_GJ_SSA SEN_PH3,2026-08-21 01:01:15,10.121.99.5_DHANGDHRA_TN725B_GJ_SSA SEN_PH3,\e=21272,TN725B R2.9.2,10.121.99.5,,2.9.1 load2.9.1_p13,B1,2,,,
278,\10.121.19.213_GETCO ICHP_TN705B_GJ_SSA SR_PH3,2026-08-26 01:06:32,10.121.19.213_GETCO ICHP_TN705B_GJ_SSA SR_PH3,\e=45427,TN705B R2.9.2,10.121.19.213,,2.9.1 load2.9.1_p13,B1,0,,,
279,\10.121.99.165_VAHANVATI_TN703B_GJ_SSA VDR_PH3,2026-07-10 01:04:12,10.121.99.165_VAHANVATI_TN703B_GJ_SSA VDR_PH3,\e=21474,TN703B R2.9.2 Rev.B,10.121.99.165,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
280,\10.121.17.213_DRDO_TN703B_GJ_SSA AM_PH3,2026-08-01 01:03:45,10.121.17.213_DRDO_TN703B_GJ_SSA AM_PH3,\e=21486,TN703B R2.9.2 Rev.A,10.121.17.213,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
281,\10.121.99.174_Heavy Water_TN703B_GJ_SSA VDR_PH3,2026-05-04 01:25:02,10.121.99.174_Heavy Water_TN703B_GJ_SSA VDR_PH3,\e=30793,TN703B R2.9.2 Rev.B,10.121.99.174,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
282,\10.121.17.137_THALIYA_TN703B_GJ_SSA BV_PH3,2026-07-11 01:03:27,10.121.17.137_THALIYA_TN703B_GJ_SSA BV_PH3,\e=45445,TN703B R2.9.2 Rev.A,10.121.17.137,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
283,\10.121.24.91_ALL INDIA RADIO_TN703B_GJ_SSA BUJ_PH3,2026-09-02 01:02:43,10.121.24.91_ALL INDIA RADIO_TN703B_GJ_SSA BUJ_PH3,\e=47892,TN703B R2.9.2 Rev.A,10.121.24.91,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
284,\10.121.18.80_GSWAN M Division_TN703B_GJ_SSA AM_PH3,2026-09-03 01:03:14,10.121.18.80_GSWAN M Division_TN703B_GJ_SSA AM_PH3,\e=10595,TN703B R2.9.2 Rev.A,10.121.18.80,,2.9.1 Rev.A load2.9.1_p14,B1,2,,Ahmedabad SSA,
285,\10.121.99.163_TRIDENT BTS_TN705B_GJ_SSA VDR_PH3,2026-06-17 01:11:01,10.121.99.163_TRIDENT BTS_TN705B_GJ_SSA VDR_PH3,\e=40131,TN705B R2.9.2,10.121.99.163,,2.9.1 load2.9.1_p13,B1,2,,,
286,\10.121.16.204_LIMADIA EXG_TN703B_GJ_SSA GDH_PH1,2026-08-30 01:10:56,10.121.16.204_LIMADIA EXG_TN703B_GJ_SSA GDH_PH1,\e=37203,TN703B R2.9.2 Rev.B,10.121.16.204,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
287,\10.121.97.225_KODINAR_TN725B_WTR_RJ_PH2,2026-08-27 01:19:02,10.121.97.225_KODINAR_TN725B_WTR_RJ_PH2,\e=22700,TN725B R2.9.2,10.121.97.225,,2.9.1 load2.9.1_p13,B1,2,,,
288,\10.121.18.187_ITER INDIA_TN703B_GJ_SSA AM_PH3,2026-08-07 01:20:46,10.121.18.187_ITER INDIA_TN703B_GJ_SSA AM_PH3,\e=37204,TN703B R2.9.2 Rev.A,10.121.18.187,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
289,\10.121.18.87_BHADRA 3_TN725B_GJ_SSA AM_PH1,2026-08-21 01:10:58,10.121.18.87_BHADRA 3_TN725B_GJ_SSA AM_PH1,\e=1458,TN725B R2.9.2,10.121.18.87,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
290,\10.121.24.12_ANANDWADI BTS_TN703B_GJ_SSA JND_PH2,2026-08-28 01:22:36,10.121.24.12_ANANDWADI BTS_TN703B_GJ_SSA JND_PH2,\e=6879,TN703B R2.9.2 Rev.A,10.121.24.12,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ _MEHSANA  SSA,
291,\10.121.24.11_VISHWKARMA BTS_TN703B_GJ_SSA JND_PH2,2026-09-12 01:25:17,10.121.24.11_VISHWKARMA BTS_TN703B_GJ_SSA JND_PH2,\e=6878,TN703B R2.9.2 Rev.A,10.121.24.11,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ _MEHSANA  SSA,
292,\10.121.97.99_SAGAR COMPLEX_TN703B_GJ_SSA HMR_PH3,2026-08-11 01:06:45,10.121.97.99_SAGAR COMPLEX_TN703B_GJ_SSA HMR_PH3,\e=23086,TN703B R2.9.2 Rev.B,10.121.97.99,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
293,\10.121.25.15_SBI NilamBaugh HO_TN703B_GJ_SSA BV_PH2,2026-08-26 01:21:13,10.121.25.15_SBI NilamBaugh HO_TN703B_GJ_SSA BV_PH2,\e=10712,TN703B R2.9.2 Rev.A,10.121.25.15,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ _BHAVANAGAR SSA,
294,\10.121.99.168_AIRPORT A1 _TN703B_GJ_SSA VDR_PH3,2026-05-31 01:06:01,10.121.99.168_AIRPORT A1 _TN703B_GJ_SSA VDR_PH3,\e=22342,TN703B R2.9.2 Rev.B,10.121.99.168,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
295,\10.121.18.254_TORRENT PHARMA_TN703B_GJ_SSA AM_PH3,2026-05-03 01:04:18,10.121.18.254_TORRENT PHARMA_TN703B_GJ_SSA AM_PH3,\e=38939,TN703B R2.9.2 Rev.A,10.121.18.187,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
296,\10.121.18.105_CCC Paldi_TN703B_GJ_SSA AM_PH2,2026-08-25 01:03:34,10.121.18.105_CCC Paldi_TN703B_GJ_SSA AM_PH2,\e=23662,TN703B R2.9.2 Rev.A,10.121.18.105,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
297,\10.121.98.86_ONGC Cambay_TN703B_GJ_SSA NAD_PH3,2026-09-12 01:01:10,10.121.98.86_ONGC Cambay_TN703B_GJ_SSA NAD_PH3,\e=23455,TN703B R2.9.2 Rev.B,10.121.98.86,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
298,\10.121.98.88_Kathana_TN703B_GJ_SSA NAD_PH3,2026-08-25 01:00:23,10.121.98.88_Kathana_TN703B_GJ_SSA NAD_PH3,\e=23457,TN703B R2.9.2 Rev.B,10.121.98.88,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
299,\10.121.17.183_BHANDARIYA_TN703B_GJ_SSA BV_PH3,2026-08-14 01:06:56,10.121.17.183_BHANDARIYA_TN703B_GJ_SSA BV_PH3,\e=23433,TN703B R2.9.2 Rev.B,10.121.17.183,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
300,\10.121.96.24_Nesdi BTS_TN703B_GJ_SSA AMR_PH2,2026-07-09 01:14:28,10.121.96.24_Nesdi BTS_TN703B_GJ_SSA AMR_PH2,\e=24073,TN703B R2.9.2 Rev.B,10.121.96.24,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
301,\10.121.96.23_Bhojaldarshan BTS_TN703B_GJ_SSA AMR_PH2,2026-07-23 01:22:28,10.121.96.23_Bhojaldarshan BTS_TN703B_GJ_SSA AMR_PH2,\e=24072,TN703B R2.9.2 Rev.B,10.121.96.23,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
302,\10.121.97.228_GHANTIA PRACHI_TN725B_WTR_RJ_PH3,2026-08-13 01:01:14,10.121.97.228_GHANTIA PRACHI_TN725B_WTR_RJ_PH3,\e=38963,TN725B R2.9.2,10.121.97.228,,2.9.1 load2.9.1_p13,B1,2,,,
303,\10.121.19.20_MANDER_TN703B_GJ_SSA GDH_PH3,2026-09-12 01:06:12,10.121.19.20_MANDER_TN703B_GJ_SSA GDH_PH3,\e=24517,TN703B R2.9.2 Rev.B,10.121.19.20,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
304,\10.121.17.132_RANGHOLA_TN705B_WTR_RJ_PH1,2026-09-06 01:02:05,10.121.17.132_RANGHOLA_TN705B_WTR_RJ_PH1,\e=616,TN705B R2.9.2,10.121.17.132,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
305,\10.121.19.38_SPU_TN703B_GJ_SSA GDH_PH2,2026-09-12 01:20:08,10.121.19.38_SPU_TN703B_GJ_SSA GDH_PH2,\e=24377,TN703B R2.9.2 Rev.B,10.121.19.38,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
306,\10.121.96.107_Shree Magalam kasak_TN703B_GJ_SSA BCH_PH3,2026-09-03 01:11:38,10.121.96.107_Shree Magalam kasak_TN703B_GJ_SSA BCH_PH3,\e=24353,TN703B R2.9.2 Rev.B,10.121.96.107,,2.9.1 Rev.B load2.9.1_p14,B1,0,,SSA BHARUCH_PH3,
307,\10.121.19.32_CARRIER GDH_TN703B_GJ_SSA GDH_PH3,2026-09-12 01:06:48,10.121.19.32_CARRIER GDH_TN703B_GJ_SSA GDH_PH3,\e=24395,TN703B R2.9.2 Rev.B,10.121.19.32,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
308,\10.121.96.105_CBEC DAHEJ_TN703B_GJ_SSA BCH_PH3,2026-09-09 01:04:28,10.121.96.105_CBEC DAHEJ_TN703B_GJ_SSA BCH_PH3,\e=24351,TN703B R2.9.2 Rev.B,10.121.96.105,,2.9.1 Rev.B load2.9.1_p14,B1,0,,SSA BHARUCH_PH3,
309,\10.121.17.1_RAJKOT KR(GNE)_TN725B_WTR_RJ_PH1,2026-08-07 01:02:50,10.121.17.1_RAJKOT KR(GNE)_TN725B_WTR_RJ_PH1,\e=410,TN725B R2.9.2,10.121.17.1,,2.9.1 load2.9.1_p13,B1,0,,GUJ _RAJKOT WTR,
310,\10.121.96.75_CHANCHVEL_TN705B_GJ_SSA BCH_PH3,2026-09-02 01:09:15,10.121.96.75_CHANCHVEL_TN705B_GJ_SSA BCH_PH3,\e=24761,TN705B R2.9.2,10.121.96.75,,2.9.1 load2.9.1_p13,B1,2,,,
311,\10.121.17.147_DATHA_TN703B_GJ_SSA BV_PH3,2026-09-06 01:03:07,10.121.17.147_DATHA_TN703B_GJ_SSA BV_PH3,\e=48066,TN703B R2.9.2 Rev.A,10.121.17.147,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
312,\10.121.17.149_KERALA_TN703B_GJ_SSA BV_PH3,2026-09-06 01:04:01,10.121.17.149_KERALA_TN703B_GJ_SSA BV_PH3,\e=48072,TN703B R2.9.2 Rev.A,10.121.17.149,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
313,\10.121.17.146_PASVI_TN703B_GJ_SSA BV_PH3,2026-08-25 01:18:29,10.121.17.146_PASVI_TN703B_GJ_SSA BV_PH3,\e=48060,TN703B R2.9.2 Rev.A,10.121.17.146,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
314,\10.121.18.104_HOTEL NEELTOP BTS_TN703B_GJ_SSA AM_PH2,2026-09-03 01:02:35,10.121.18.104_HOTEL NEELTOP BTS_TN703B_GJ_SSA AM_PH2,\e=23661,TN703B R2.9.2 Rev.A,10.121.18.104,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
315,\10.121.98.85_Vatav _TN703B_GJ_SSA NAD_PH3,2026-08-18 01:01:53,10.121.98.85_Vatav _TN703B_GJ_SSA NAD_PH3,\e=23454,TN703B R2.9.2 Rev.B,10.121.98.85,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
316,\10.121.100.11_DEVGADH_TN705B_GJ_SSA SR_PH3,2026-08-23 01:04:43,10.121.100.11_DEVGADH_TN705B_GJ_SSA SR_PH3,\e=24511,TN705B R2.9.2,10.121.100.11,,2.9.1 load2.9.1_p13,B1,2,,GUJ _SURAT SSA,
317,\10.121.17.148_PITHALPUR_TN703B_GJ_SSA BV_PH3,2026-09-06 01:04:26,10.121.17.148_PITHALPUR_TN703B_GJ_SSA BV_PH3,\e=48078,TN703B R2.9.2 Rev.B,10.121.17.148,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
318,\10.121.96.30_Dedan-Exch_TN703B_GJ_SSA AMR_PH2,2026-07-31 01:03:42,10.121.96.30_Dedan-Exch_TN703B_GJ_SSA AMR_PH2,\e=14931,TN703B R2.9.2 Rev.B,10.121.96.30,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ_AMRELI SSA,
319,\10.121.98.149_IQBALGADH_TN703B_GJ_SSA PNP_PH3,2026-08-29 01:10:26,10.121.98.149_IQBALGADH_TN703B_GJ_SSA PNP_PH3,\e=48096,TN703B R2.9.2 Rev.A,10.121.98.149,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
320,\10.121.19.94_SPECIAL BUREAU_TN703B_GJ_SSA RJ_PH3,2026-08-26 01:09:52,10.121.19.94_SPECIAL BUREAU_TN703B_GJ_SSA RJ_PH3,\e=48132,TN703B R2.9.2 Rev.A,10.121.19.94,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
321,\10.121.19.95_KANKOT BTS_TN703B_GJ_SSA RJ_PH3,2026-08-26 01:09:56,10.121.19.95_KANKOT BTS_TN703B_GJ_SSA RJ_PH3,\e=48133,TN703B R2.9.2 Rev.B,10.121.19.95,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
322,\10.121.17.12_SHIVAM HOSPITAL_TN703B_GJ_SSA RJ_PH3,2026-08-26 01:11:05,10.121.17.12_RLY STN MORBI_TN703B_GJ_SSA RJ_PH3,\e=48102,TN703B R2.9.2 Rev.A,10.121.17.12,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
323,\10.121.17.215_ACP DIV 1_TN703B_GJ_SSA AM_PH3,2026-09-11 01:06:38,10.121.17.215_ACP DIV 1_TN703B_GJ_SSA AM_PH3,\e=26577,TN703B R2.9.2 Rev.B,10.121.17.215,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
324,\10.121.20.51_IOCL_TN703B_GJ_SSA JMN_PH2,2026-08-24 01:11:12,10.121.20.51_IOCL_TN703B_GJ_SSA JMN_PH2,\e=15698,TN703B R2.9.2 Rev.A,10.121.20.51,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ _JAMNAGAR SSA,
325,\10.121.68.85_SAPUTARA_TN705B_GJ_SSA VAL_PH3,2026-09-03 01:11:41,10.121.68.85_SAPUTARA_TN705B_GJ_SSA VAL_PH3,\e=26533,TN705B R2.9.2,10.121.68.85,,2.9.1 load2.9.1_p13,B1,2,,,
326,\10.121.97.200_MENDARADA_TN705B_GJ_SSA JND_PH3,2026-08-11 01:06:41,10.121.97.200_MENDARADA_TN705B_GJ_SSA JND_PH3,\e=26591,TN705B R2.9.2,10.121.97.200,,2.9.1 load2.9.1_p13,B1,0,,,
327,\10.121.100.51_DHATWA_TN703B_GJ_SSA SR_PH2,2026-06-19 01:08:09,10.121.100.51_DHATWA_TN703B_GJ_SSA SR_PH2,\e=4738,TN703B R2.9.2 Rev.B,10.121.100.51,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _SURAT SSA,
328,\10.121.100.52_KAMREJ-VILLAGE-BTS_TN703B_GJ_SSA SR_PH2,2026-07-09 01:04:24,10.121.100.52_KAMREJ-VILLAGE-BTS_TN703B_GJ_SSA SR_PH2,\e=9777,TN703B R2.9.2 Rev.B,10.121.100.52,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
329,\10.121.25.150_CHANGWADA_TN703B_GJ_SSA PNP_PH2,2026-09-03 01:21:15,10.121.25.150_CHANGWADA_TN703B_GJ_SSA PNP_PH2,\e=16217,TN703B R2.9.2 Rev.B,10.121.25.150,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
330,\10.121.99.169_BOB INDRA COMPLEX_TN703B_GJ_SSA VDR_PH3,2026-08-27 01:11:00,10.121.99.169_BOB INDRA COMPLEX_TN703B_GJ_SSA VDR_PH3,\e=22336,TN703B R2.9.2 Rev.B,10.121.99.169,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
331,\10.121.16.235_Bhalej_TN705B_WTR_AM_PH2,2026-09-12 01:02:22,10.121.16.235_Bhalej_TN705B_WTR_AM_PH2,\e=6069,TN705B R2.9.2,10.121.16.235,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
332,\10.121.16.236_Umreth_TN705B_WTR_AM_PH3,2026-09-10 01:00:58,10.121.16.236_Umreth_TN705B_WTR_AM_PH3,\e=6049,TN705B R2.9.2,10.121.16.236,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
333,\10.121.25.77_Roda-BTS_TN703B_GJ_SSA MEH_PH2,2026-09-11 01:12:46,10.121.25.77_Roda-BTS_TN703B_GJ_SSA MEH_PH2,\e=24123,TN703B R2.9.2 Rev.B,10.121.25.77,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
334,\10.121.24.86_BSF GDM_TN703B_GJ_SSA BUJ_PH3,2026-09-01 01:06:18,10.121.24.86_BSF GDM_TN703B_GJ_SSA BUJ_PH3,\e=43256,TN703B R2.9.2 Rev.A,10.121.24.86,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
335,\10.121.100.60_Vyara 2_TN705B_GJ_SSA SR_PH2,2026-07-31 01:14:58,10.121.100.60_Vyara 2_TN705B_GJ_SSA SR_PH2,\e=4204,TN705B R2.9.2,10.121.100.60,,2.9.1 load2.9.1_p13,B1,0,,Gujrat,
336,\10.121.97.196_VISAVADAR_TN705B_GJ_SSA JND_PH3,2026-08-19 01:15:09,10.121.97.196_VISAVADAR_TN705B_GJ_SSA JND_PH3,\e=26760,TN705B R2.9.2,10.121.97.196,,2.9.1 load2.9.1_p13,B1,0,,,
337,\10.121.97.194_BILKH_TN705B_GJ_SSA JND_PH3,2026-08-19 01:15:35,10.121.97.194_BILKH_TN705B_GJ_SSA JND_PH3,\e=26758,TN705B R2.9.2,10.121.97.194,,2.9.1 load2.9.1_p13,B1,2,,,
338,\10.121.97.140_VADINAR_TN703B_GJ_SSA JMN_PH3,2026-08-27 01:10:01,10.121.97.140_VADINAR_TN703B_GJ_SSA JMN_PH3,\e=26705,TN703B R2.9.2 Rev.B,10.121.97.140,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
339,\10.121.99.8_SAYLA_TN725B_GJ_SSA SEN_PH3,2026-08-22 01:02:17,10.121.99.8_SAYLA_TN725B_GJ_SSA SEN_PH3,\e=26746,TN725B R2.9.2,10.121.99.8,,2.9.1 load2.9.1_p13,B1,2,,,
340,\10.121.25.84_Pali_TN703B_GJ_SSA MEH_PH2,2026-08-11 01:14:33,10.121.25.84_Pali_TN703B_GJ_SSA MEH_PH2,\e=4866,TN703B R2.9.2 Rev.B,10.121.25.84,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _MEHSANA  SSA,
341,\10.121.19.170_BABARIYA-INSTITUTE_TN703B_GJ_SSA VDR_PH2,2026-09-09 01:07:29,10.121.19.170_BABARIYA-INSTITUTE_TN703B_GJ_SSA VDR_PH2,\e=7361,TN703B R2.9.2 Rev.B,10.121.19.170,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _VADODARA  SSA,
342,\10.121.100.44_KAKRAPAR DAM_TN703B_GJ_SSA SR_PH2,2026-08-30 01:09:29,10.121.100.44_KAKRAPAR DAM_TN703B_GJ_SSA SR_PH2,\e=18723,TN703B R2.9.2 Rev.B,10.121.100.44,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
343,\10.121.25.23_Panwadi NIB_TN703B_GJ_SSA BV_PH2,2026-04-24 01:13:55,10.121.25.23_Panwadi NIB_TN703B_GJ_SSA BV_PH2,\e=19749,TN703B R2.9.2 Rev.B,10.121.25.23,,2.9.1 Rev.B load2.9.1_p14,B1,0,,RAJKOT,
344,\10.121.25.148_META_TN703B_GJ_SSA PNP_PH2,2026-09-03 01:21:03,10.121.25.148_META_TN703B_GJ_SSA PNP_PH2,\e=16215,TN703B R2.9.2 Rev.B,10.121.25.148,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
345,\10.121.19.109_PGVCL Kanak Rd_TN703B_GJ_SSA RJ_PH3,2026-08-21 01:05:19,10.121.19.109_PGVCL Kanak Rd_TN703B_GJ_SSA RJ_PH3,\e=33688,TN703B R2.9.2 Rev.A,10.121.19.109,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GJ_SSA RJ_PH3,
346,\10.121.19.221_SOHAGIYA TOUR VST_TN703B_GJ_SSA SR_PH2,2026-08-20 01:18:23,10.121.19.221_SOHAGIYA TOUR VST_TN703B_GJ_SSA SR_PH2,\e=8034,TN703B R2.9.2 Rev.B,10.121.19.221,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _SURAT SSA,
347,\10.121.98.2_BECHARAJI EXCHANGE_TN705B_GJ_SSA MEH_PH3,2026-08-19 01:11:40,10.121.98.2_BECHARAJI EXCHANGE_TN705B_GJ_SSA MEH_PH3,\e=14136,TN705B R2.9.2,10.121.98.2,,2.9.1 load2.9.1_p13,B1,2,,GUJ -MEHSAN SSA-PH3,
348,\10.121.97.144_JOSHI GUEST HOUSE_TN703B_GJ_SSA JMN_PH3,2026-08-09 01:02:23,10.121.97.144_JOSHI GUEST HOUSE_TN703B_GJ_SSA JMN_PH3,\e=26976,TN703B R2.9.2 Rev.B,10.121.97.144,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
349,\10.121.20.38_Khandhara_TN703B_GJ_SSA JMN_PH2,2026-08-14 01:03:11,10.121.20.38_Khandhara_TN703B_GJ_SSA JMN_PH2,\e=26982,TN703B R2.9.2 Rev.A,10.121.20.38,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
350,\10.121.99.11_SARA-CHOWKDI_TN703B_GJ_SSA SEN_PH3,2026-09-02 01:10:11,10.121.99.11_SARA-CHOWKDI_TN703B_GJ_SSA SEN_PH3,\e=27668,TN703B R2.9.2 Rev.B,10.121.99.11,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
351,\10.121.99.172_GEB JAMBUVA_TN703B_GJ_SSA VDR_PH3,2026-08-09 01:15:11,10.121.99.172_GEB JAMBUVA_TN703B_GJ_SSA VDR_PH3,\e=27631,TN703B R2.9.2 Rev.B,10.121.99.172,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
