Index,Object Fid,Last Upload Time,NE Name,NE ID,NE Type,DCC IP,Net Mask,Software Version,Hardware Version,PCB Version,Manufacture Date,Location,
352,\10.121.98.64_BORSAD_TN705B_GJ_SSA NAD_PH2,2026-09-03 01:01:51,10.121.98.64_BORSAD_TN705B_GJ_SSA NAD_PH2,\e=11260,TN705B R2.9.2,10.121.98.64,,2.9.1 load2.9.1_p13,B1,2,,,
353,\10.121.99.36_SURENDRANAGAR COLLECTOR OFFICE_TN703B_GJ_SSA SEN_PH3,2026-08-19 01:00:18,10.121.99.36_SURENDRANAGAR COLLECTOR OFFICE_TN703B_GJ_SSA SEN_PH3,\e=9553,TN703B R2.9.2 Rev.B,10.121.99.36,,2.9.1 Rev.B load2.9.1_p14,B1,0,,Gujarat Surendranagar SSA,
354,\10.121.25.182_Palate Hotel_TN703B_GJ_SSA HMR_PH3,2026-08-19 01:08:16,10.121.25.182_Palate Hotel_TN703B_GJ_SSA HMR_PH3,\e=9304,TN703B R2.9.2 Rev.B,10.121.25.182,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
355,\10.121.99.4_LAKHTAR_TN725B_GJ_SSA SEN_PH3,2026-09-11 01:10:41,10.121.99.4_LAKHTAR_TN725B_GJ_SSA SEN_PH3,\e=27846,TN725B R2.9.2,10.121.99.4,,2.9.1 load2.9.1_p13,B1,2,,,
356,\10.121.98.156_PANTHAWADA_TN703B_GJ_SSA PNP_PH3,2026-08-29 01:07:36,10.121.98.156_PANTHAWADA_TN703B_GJ_SSA PNP_PH3,\e=46142,TN703B R2.9.2 Rev.B,10.121.98.156,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
357,\10.121.16.212_SHIVRAJPUR_TN703B_GJ_SSA GDH_PH3,2026-09-12 01:27:00,10.121.16.212_SHIVRAJPUR_TN703B_GJ_SSA GDH_PH3,\e=40329,TN703B R2.9.2 Rev.B,10.121.16.212,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
358,\10.121.98.155_KHIMAT A1_TN703B_GJ_SSA PNP_PH3,2026-08-06 01:23:02,10.121.98.155_KHIMAT A1_TN703B_GJ_SSA PNP_PH3,\e=46136,TN703B R2.9.2 Rev.B,10.121.98.155,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
359,\10.121.17.156_VALLABHIPUR_TN725B_WTR_RJ_PH2,2026-09-03 01:11:31,10.121.17.156_VALLABHIPUR_TN725B_WTR_RJ_PH2,\e=14304,TN725B R2.9.2,10.121.17.156,,2.9.1 load2.9.1_p13,B1,0,,GUJ_AHMD WTR_PH2,
360,\10.121.96.22_Darbargadh BTS_TN703B_GJ_SSA AMR_PH2,2026-07-09 01:14:33,10.121.96.22_Darbargadh BTS_TN703B_GJ_SSA AMR_PH2,\e=24071,TN703B R2.9.2 Rev.B,10.121.96.22,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
361,\10.121.97.195_CHAPARDA_TN705B_GJ_SSA JND_PH3,2026-08-23 01:14:20,10.121.97.195_CHAPARDA_TN705B_GJ_SSA JND_PH3,\e=26759,TN705B R2.9.2,10.121.97.195,,2.9.1 load2.9.1_p13,B1,0,,,
362,\10.121.97.210_MALIYA HATINA_TN705B_GJ_SSA JND_PH3,2026-08-05 01:04:00,10.121.97.210_MALIYA HATINA_TN705B_GJ_SSA JND_PH3,\e=26914,TN705B R2.9.2,10.121.97.210,,2.9.1 load2.9.1_p13,B1,2,,,
363,\10.121.16.239_Balasinor_TN725B_WTR_AM_PH2,2026-05-26 01:03:59,10.121.16.239_Balasinor_TN725B_WTR_AM_PH2,\e=6071,TN725B R2.9.2,10.121.16.239,,2.9.1 load2.9.1_p13,B1,2,,GUJ _AHMD WTR,
364,\10.121.99.7_CHOTILA_TN725B_GJ_SSA SEN_PH3,2026-08-23 01:01:18,10.121.99.7_CHOTILA_TN725B_GJ_SSA SEN_PH3,\e=26957,TN725B R2.9.2,10.121.99.7,,2.9.1 load2.9.1_p13,B1,2,,,
365,\10.121.15.161_Badarkha_TN703B_GJ_SSA AM_PH3,2026-07-29 01:06:17,10.121.15.161_Badarkha_TN703B_GJ_SSA AM_PH3,\e=46184,TN703B R2.9.2 Rev.A,10.121.15.161,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
366,\10.121.18.242_FCI CITY_TN703B_GJ_SSA AM_PH2,2026-06-11 01:02:14,10.121.18.242_FCI CITY_TN703B_GJ_SSA AM_PH2,\e=27600,TN703B R2.9.2 Rev.A,10.121.18.24,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
367,\10.121.96.180_TERA_TN703B_GJ_SSA BUJ_PH3,2026-08-12 01:07:25,10.121.96.180_TERA_TN703B_GJ_SSA BUJ_PH3,\e=27800,TN703B R2.9.2 Rev.A,10.121.96.180,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
368,\10.121.19.158_INOX GERI GSWAN_TN703B_GJ_SSA VDR_PH2,2026-08-17 01:19:57,10.121.19.158_INOX GERI GSWAN_TN703B_GJ_SSA VDR_PH2,\e=6802,TN703B R2.9.2 Rev.B,10.121.19.158,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _VADODARA  SSA,
369,\10.121.19.203_ADAJAN_TN725B_GJ_SSA SR_PH2,2026-08-22 01:06:55,10.121.19.203_ADAJAN_TN725B_GJ_SSA SR_PH2,\e=4091,TN725B R2.9.2,10.121.19.203,,2.9.1 load2.9.1_p13,B1,0,,GUJ _SURAT SSA_PH3,
370,\10.121.18.101_GSRTC Ranip_TN703B_GJ_SSA AM_PH3,2026-08-15 01:13:13,10.121.18.101_GSRTC Ranip_TN703B_GJ_SSA AM_PH3,\e=33227,TN703B R2.9.2 Rev.A,10.121.18.101,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GJ_SSA AM_PH3,
371,\10.121.24.108_KPT Colony_TN703B_GJ_SSA BUJ_PH2,2026-09-03 01:19:01,10.121.24.108_KPT Colony_TN703B_GJ_SSA BUJ_PH2,\e=6862,TN703B R2.9.2 Rev.A,10.121.24.108,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ _BHUJ SSA,
372,\10.121.17.142_Mahuva 1_TN703B_GJ_SSA BV_PH3,2026-08-26 01:10:34,10.121.17.142_Mahuva 1_TN703B_GJ_SSA BV_PH3,\e=46196,TN703B R2.9.2 Rev.A,10.121.17.142,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
373,\10.121.19.240_CP OFFICE_TN703B_GJ_SSA SR_PH2,2026-07-26 01:04:37,10.121.19.240_CP OFFICE_TN703B_GJ_SSA SR_PH2,\e=9776,TN703B R2.9.2 Rev.B,10.121.19.240,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
374,\10.121.19.16_Nandarva_TN703B_GJ_SSA GDH_PH3,2026-09-12 01:02:17,10.121.19.16_Nandarva_TN703B_GJ_SSA GDH_PH3,\e=12351,TN703B R2.9.2 Rev.B,10.121.19.16,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
375,\10.121.97.80_RAIGAD_TN703B_GJ_SSA HMR_PH3,2026-09-01 01:01:52,10.121.97.80_RAIGAD_TN703B_GJ_SSA HMR_PH3,\e=34102,TN703B R2.9.2 Rev.B,10.121.97.80,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
376,\10.121.96.33_THORDI_TN705B_WTR_RJ_PH2,2026-09-12 01:23:50,10.121.96.33_THORDI_TN705B_WTR_RJ_PH2,\e=22706,TN705B R2.9.2,10.121.96.33,,2.9.1 load2.9.1_p13,B1,0,,SSA AMRELI_PH3,
377,\10.121.25.28_NIRMA-KALATALAV_TN703B_GJ_SSA BV_PH2,2026-08-26 01:06:46,10.121.25.28_NIRMA-KALATALAV_TN703B_GJ_SSA BV_PH2,\e=22110,TN703B R2.9.2 Rev.A,10.121.25.28,,2.9.1 Rev.A load2.9.1_p14,B1,2,,GUJ_BHAVNAGAR SSA,
378,\10.121.97.138_DENTAL BTS_TN703B_GJ_SSA JMN_PH3,2026-08-28 01:14:53,10.121.97.138_DENTAL BTS_TN703B_GJ_SSA JMN_PH3,\e=22170,TN703B R2.9.2 Rev.B,10.121.97.138,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
379,\10.121.96.173_NARAYAN SAROVAR_TN703B_GJ_SSA BUJ_PH3,2026-09-04 01:16:56,10.121.96.173_NARAYAN SAROVAR_TN703B_GJ_SSA BUJ_PH3,\e=27376,TN703B R2.9.2 Rev.B,10.121.96.173,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
380,\10.121.99.224_DGVCL NEW CORP_TN703B_GJ_SSA SR_PH3,2026-05-04 01:23:18,10.121.99.224_DGVCL NEW CORP_TN703B_GJ_SSA SR_PH3,\e=30774,TN703B R2.9.2 Rev.B,10.121.99.224,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
381,\10.121.19.188_SAVLI TELE EXCHG_TN703B_GJ_SSA VDR_PH3,2026-08-13 01:21:56,10.121.19.188_SAVLI TELE EXCHG_TN703B_GJ_SSA VDR_PH3,\e=30792,TN703B R2.9.2 Rev.B,10.121.19.188,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
382,\10.121.19.104_AJANTA BTS_TN703B_GJ_SSA RJ_PH2,2026-07-09 01:14:20,10.121.19.104_AJANTA BTS_TN703B_GJ_SSA RJ_PH2,\e=30799,TN703B R2.9.2 Rev.B,10.121.19.104,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
383,\10.121.18.225_SHAHALAM PNT_TN703B_GJ_SSA AM_PH2,2026-08-04 01:19:46,10.121.18.225_SHAHALAM PNT_TN703B_GJ_SSA AM_PH2,\e=15157,TN703B R2.9.2 Rev.A,10.121.18.225,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
384,\10.121.98.146_DEV_TN703B_GJ_SSA PNP_PH3,2026-08-24 01:14:55,10.121.98.146_DEV_TN703B_GJ_SSA PNP_PH3,\e=34147,TN703B R2.9.2 Rev.B,10.121.98.146,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
385,\10.121.100.49_VIHAN A1_TN703B_GJ_SSA SR_PH2,2026-09-04 01:17:04,10.121.100.49_VIHAN A1_TN703B_GJ_SSA SR_PH2,\e=39144,TN703B R2.9.2 Rev.B,10.121.100.49,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
386,\10.121.99.18_JORAVARNAGAR 2_TN703B_GJ_SSA SEN_PH3,2026-08-03 01:03:37,10.121.99.18_JORAVARNAGAR 2_TN703B_GJ_SSA SEN_PH3,\e=28919,TN703B R2.9.2 Rev.B,10.121.99.18,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
387,\10.121.26.75_CHHAPARI_TN705B_GJ_SSA GDH_PH3,2026-09-12 01:20:17,10.121.26.75_CHHAPARI_TN705B_GJ_SSA GDH_PH3,\e=12150,TN705B R2.9.2,10.121.26.75,,2.9.1 load2.9.1_p13,B1,2,,GUJ_AHMD WTR_PH3,
388,\10.121.99.16_KHOLADIAD_TN703B_GJ_SSA SEN_PH3,2026-09-11 01:02:56,10.121.99.16_KHOLADIAD_TN703B_GJ_SSA SEN_PH3,\e=28917,TN703B R2.9.2 Rev.B,10.121.99.16,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
389,\10.121.97.83_SANKALP BTS_TN703B_GJ_SSA HMR_PH3,2026-08-17 01:14:34,10.121.97.83_SANKALP BTS_TN703B_GJ_SSA HMR_PH3,\e=28727,TN703B R2.9.2 Rev.B,10.121.97.83,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
390,\10.121.98.145_RANPUR_TN705B_GJ_SSA PNP_PH3,2026-09-04 01:00:32,10.121.98.145_RANPUR_TN705B_GJ_SSA PNP_PH3,\e=28905,TN705B R2.9.2,10.121.98.145,,2.9.1 load2.9.1_p13,B1,2,,,
391,\10.121.98.93_Gudel_TN703B_GJ_SSA NAD_PH3,2026-08-10 01:00:51,10.121.98.93_Gudel_TN703B_GJ_SSA NAD_PH3,\e=35460,TN703B R2.9.2 Rev.B,10.121.98.93,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
392,\10.121.97.69_Aniyor Ex_TN705B_GJ_SSA HMR_PH3,2026-08-03 01:10:51,10.121.97.69_Aniyor Ex_TN705B_GJ_SSA HMR_PH3,\e=28516,TN705B R2.9.2,10.121.97.69,,2.9.1 load2.9.1_p13,B1,2,,,
393,\10.121.98.100_Goblej TE_TN703B_GJ_SSA NAD_PH3,2026-09-11 01:06:40,10.121.98.100_Goblej TE_TN703B_GJ_SSA NAD_PH3,\e=28989,TN703B R2.9.2 Rev.B,10.121.98.100,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
394,\10.121.18.221_GOPI BTS_TN703B_GJ_SSA AM_PH2,2026-08-06 01:30:58,10.121.18.221_GOPI BTS_TN703B_GJ_SSA AM_PH2,\e=15177,TN703B R2.9.2 Rev.A,10.121.18.221,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
395,\10.121.24.165_ATUL LTD_TN703B_GJ_SSA VAL_PH3,2026-04-11 01:15:40,10.121.24.165_ATUL LTD_TN703B_GJ_SSA VAL_PH3,\e=40407,TN703B R2.9.2 Rev.A,10.121.24.165,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
396,\10.121.99.20_FULESHWAR_TN703B_GJ_SSA SEN_PH3,2026-08-18 01:03:23,10.121.99.20_FULESHWAR_TN703B_GJ_SSA SEN_PH3,\e=28921,TN703B R2.9.2 Rev.B,10.121.99.20,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
397,\10.121.19.215_SASMI BHAWAN_TN703B_GJ_SSA SR_PH2,2026-09-06 01:01:04,10.121.19.215_SASMI BHAWAN_TN703B_GJ_SSA SR_PH2,\e=4701,TN703B R2.9.2 Rev.B,10.121.19.215,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _SURAT SSA,
398,\10.121.17.50_RAMOD_TN705B_GJ_SSA RJ_PH3,2026-09-08 01:01:59,10.121.17.50_RAMOD_TN705B_GJ_SSA RJ_PH3,\e=48581,TN705B R2.9.2,10.121.17.50,,2.9.1 load2.9.1_p13,B1,2,,,
399,\10.121.96.40_LATHI_TN725B_WTR_RJ_PH2,2026-09-11 01:13:44,10.121.96.40_LATHI_TN725B_WTR_RJ_PH2,\e=16258,TN725B R2.9.2,10.121.96.40,,2.9.1 load2.9.1_p13,B1,0,,GUJ_RAJKOT WTR_PH2,
400,\10.121.99.30_BAJANA_TN703B_GJ_SSA SEN_PH3,2026-08-26 01:14:00,10.121.99.30_BAJANA_TN703B_GJ_SSA SEN_PH3,\e=48575,TN703B R2.9.2 Rev.A,10.121.99.30,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
401,\10.121.17.13_RLY STN MORBI_TN703B_GJ_SSA RJ_PH3,2026-08-18 01:12:35,10.121.17.13_RLY STN MORBI_TN703B_GJ_SSA RJ_PH3,\e=48599,TN703B R2.9.2 Rev.B,10.121.17.13,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
402,\10.121.16.192_KASANA EX_TN703B_GJ_SSA HMR_PH1,2026-09-11 01:04:57,10.121.16.192_KASANA EX_TN703B_GJ_SSA HMR_PH1,\e=35623,TN703B R2.9.2 Rev.B,10.121.16.192,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
403,\10.121.19.93_UDAY HALL_TN703B_GJ_SSA RJ_PH3,2026-08-09 01:02:46,10.121.19.93_UDAY HALL_TN703B_GJ_SSA RJ_PH3,\e=9510,TN703B R2.9.2 Rev.A,10.121.19.93,,2.9.1 Rev.A load2.9.1_p14,B1,2,,RAJKOT SSA_PH3,
404,\10.121.68.79_NEW-FALDHARA_TN703B_GJ_SSA VAL_PH3,2026-08-25 01:06:16,10.121.68.79_NEW-FALDHARA_TN703B_GJ_SSA VAL_PH3,\e=37816,TN703B R2.9.2 Rev.B,10.121.68.79,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
405,\10.121.98.8_SATLASANA_TN705B_GJ_SSA MEH_PH2,2026-09-11 01:01:00,10.121.98.8_SATLASANA_TN705B_GJ_SSA MEH_PH2,\e=11228,TN705B R2.9.2,10.121.98.8,,2.9.1 load2.9.1_p13,B1,2,,SSA  MAHESHANA_PH3,
406,\10.121.97.100_DEMAI_TN703B_GJ_SSA HMR_PH3,2026-08-10 01:00:49,10.121.97.100_DEMAI_TN703B_GJ_SSA HMR_PH3,\e=46352,TN703B R2.9.2 Rev.B,10.121.97.100,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
407,\10.121.26.82_Juna Baria_TN703B_GJ_SSA GDH_PH3,2026-08-25 01:16:03,10.121.26.82_Juna Baria_TN703B_GJ_SSA GDH_PH3,\e=46376,TN703B R2.9.2 Rev.B,10.121.26.82,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
408,\10.121.19.167_SATYAM BTS_TN703B_GJ_SSA VDR_PH3,2026-06-03 01:01:26,10.121.19.167_SATYAM BTS_TN703B_GJ_SSA VDR_PH3,\e=33251,TN703B R2.9.2 Rev.B,10.121.19.167,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GJ_SSA VDR_PH3,
409,\10.121.19.163_BOB MANDVI_TN703B_GJ_SSA VDR_PH2,2026-09-03 01:13:22,10.121.19.163_BOB MANDVI_TN703B_GJ_SSA VDR_PH2,\e=7196,TN703B R2.9.2 Rev.B,10.121.19.163,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _VADODARA  SSA,
410,\10.121.24.83_BSF Sedata A1_TN703B_GJ_SSA BUJ_PH3,2026-09-09 01:08:21,10.121.24.83_BSF Sedata A1_TN703B_GJ_SSA BUJ_PH3,\e=46370,TN703B R2.9.2 Rev.A,10.121.24.83,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
411,\10.121.18.161_Madhupura_TN703B_GJ_SSA AM_PH3,2026-08-02 01:02:43,10.121.18.161_Madhupura_TN703B_GJ_SSA AM_PH3,\e=37823,TN703B R2.9.2 Rev.A,10.121.18.161,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
412,\10.121.18.214_Odhav_TN725B_GJ_SSA AM_PH1,2026-09-08 01:03:34,10.121.18.214_Odhav_TN725B_GJ_SSA AM_PH1,\e=1860,TN725B R2.9.2,10.121.18.214,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
413,\10.121.99.23_VITHALGADH_TN703B_GJ_SSA SEN_PH3,2026-09-11 01:14:03,10.121.99.23_VITHALGADH_TN703B_GJ_SSA SEN_PH3,\e=32723,TN703B R2.9.2 Rev.B,10.121.99.23,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
414,\10.121.96.38_VIJAPADI TE_TN705B_GJ_SSA AMR_PH2,2026-09-12 01:24:10,10.121.96.38_VIJAPADI TE_TN705B_GJ_SSA AMR_PH2,\e=22707,TN705B R2.9.2,10.121.96.38,,2.9.1 load2.9.1_p13,B1,0,,SSA AMRELI_PH3,
415,\10.121.26.83_SAGTALA_TN703B_GJ_SSA GDH_PH2,2026-09-02 01:14:20,10.121.26.83_SAGTALA_TN703B_GJ_SSA GDH_PH2,\e=46388,TN703B R2.9.2 Rev.B,10.121.26.83,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
416,\10.121.96.179_Ultratech A1_TN703B_GJ_SSA BUJ_PH3,2026-08-29 01:08:21,10.121.96.179_Ultratech A1_TN703B_GJ_SSA BUJ_PH3,\e=46394,TN703B R2.9.2 Rev.B,10.121.96.179,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
417,\10.121.19.231_PIPLOD BTS_TN703B_GJ_SSA SR_PH2,2026-08-06 01:25:41,10.121.19.231_PIPLOD BTS_TN703B_GJ_SSA SR_PH2,\e=6606,TN703B R2.9.2 Rev.B,10.121.19.231,,2.9.1 Rev.B load2.9.1_p14,B1,0,,GUJ _SURAT SSA,
418,\10.121.17.177_GUNDARANA_TN703B_GJ_SSA BV_PH3,2026-08-18 01:15:53,10.121.17.177_GUNDARANA_TN703B_GJ_SSA BV_PH3,\e=33080,TN703B R2.9.2 Rev.A,10.121.17.177,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
419,\10.121.25.185_Samaliya Cpan A1_TN703B_GJ_SSA HMR_PH3,2026-08-06 01:09:29,10.121.25.185_Samaliya Cpan A1_TN703B_GJ_SSA HMR_PH3,\e=48701,TN703B R2.9.2 Rev.B,10.121.25.185,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
420,\10.121.17.150_OTHA B1_TN705B_GJ_SSA BV_PH3,2026-09-04 01:02:48,10.121.17.150_OTHA B1_TN705B_GJ_SSA BV_PH3,\e=33036,TN705B R2.9.2,10.121.17.150,,2.9.1 load2.9.1_p13,B1,2,,GUJ_RAJKOT WTR_PH3,
421,\10.121.25.178_Dalpur Cpan A1_TN703B_GJ_SSA HMR_PH3,2026-08-06 01:06:48,10.121.25.178_Dalpur Cpan A1_TN703B_GJ_SSA HMR_PH3,\e=48731,TN703B R2.9.2 Rev.B,10.121.25.178,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
422,\10.121.24.34_NAGOA_TN703B_GJ_SSA JND_PH3,2026-09-11 01:07:42,10.121.24.34_NAGOA_TN703B_GJ_SSA JND_PH3,\e=30817,TN703B R2.9.2 Rev.B,10.121.24.34,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
423,\10.121.99.17_MALOD BTS_TN703B_GJ_SSA SEN_PH3,2026-09-02 01:03:54,10.121.99.17_MALOD BTS_TN703B_GJ_SSA SEN_PH3,\e=28918,TN703B R2.9.2 Rev.B,10.121.99.17,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
424,\10.121.18.238_CM HOUSE_TN703B_GJ_SSA AM_PH3,2026-08-24 01:18:24,10.121.18.238_CM HOUSE_TN703B_GJ_SSA AM_PH3,\e=31896,TN703B R2.9.2 Rev.B,10.121.18.238,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
425,\10.121.18.67_NARANPURA 3_TN725B_GJ_SSA AM_PH1,2026-06-30 01:08:05,10.121.18.67_NARANPURA 3_TN725B_GJ_SSA AM_PH1,\e=1454,TN725B R2.9.2,10.121.18.67,,2.9.1 load2.9.1_p13,B1,0,,Guj AHMD SSA,
426,\10.121.68.83_AHWA_TN725B_GJ_SSA VAL_PH3,2026-08-30 01:10:26,10.121.68.83_AHWA_TN725B_GJ_SSA VAL_PH3,\e=13207,TN725B R2.9.2,10.121.68.83,,2.9.1 load2.9.1_p13,B1,2,,GUJ_VALSAD SSA_PH3,
427,\10.121.24.133_TALASARI_TN705B_GJ_SSA VAL_PH2,2026-07-26 01:04:02,10.121.24.133_TALASARI_TN705B_GJ_SSA VAL_PH2,\e=8684,TN705B R2.9.2,10.121.24.133,,2.9.1 load2.9.1_p13,B1,0,,,
428,\10.121.100.5_SAYAN_TN705B_GJ_SSA SR_PH3,2026-08-25 01:21:33,10.121.100.5_SAYAN_TN705B_GJ_SSA SR_PH3,\e=30501,TN705B R2.9.2,10.121.100.5,,2.9.1 load2.9.1_p13,B1,2,,,
429,\10.121.19.139_ATLADRA_TN725B_GJ_SSA VDR_PH2,2026-07-19 01:04:20,10.121.19.139_ATLADRA_TN725B_GJ_SSA VDR_PH2,\e=3805,TN725B R2.9.2,10.121.19.139,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
430,\10.121.25.124_CARRIER-ROOM_TN725B_GJ_SSA MEH_PH2,2026-09-12 01:02:38,10.121.25.124_CARRIER-ROOM_TN725B_GJ_SSA MEH_PH2,\e=33030,TN725B R2.9.2,10.121.25.124,,2.9.1 load2.9.1_p13,B1,2,,GJ_SSA MEH_PH2,
431,\10.121.19.137_CITY 1_TN725B_GJ_SSA VDR_PH2,2026-08-25 01:12:06,10.121.19.137_CITY 1_TN725B_GJ_SSA VDR_PH2,\e=3812,TN725B R2.9.2,10.121.19.137,,2.9.1 load2.9.1_p13,B1,0,,Gujrat,
432,\10.121.16.243_Nadiad Micro_TN705B_WTR_AM_PH3,2026-03-30 01:15:22,10.121.16.243_Nadiad Micro_TN705B_WTR_AM_PH3,\e=5815,TN705B R2.9.2,10.121.16.243,,2.9.1 load2.9.1_p13,B1,0,,GUJ _AHMD WTR,
433,\10.121.18.91_TTSL City Gold Shyamal_TN703B_GJ_SSA AM_PH2,2026-05-11 01:14:41,10.121.18.91_TTSL City Gold Shyamal_TN703B_GJ_SSA AM_PH2,\e=11210,TN703B R2.9.2 Rev.A,10.121.18.91,,2.9.1 Rev.A load2.9.1_p14,B1,2,,New India Assurance Popular House,
434,\10.121.19.40_Kadwal_TN703B_GJ_SSA GDH_PH2,2026-09-12 01:06:21,10.121.19.40_Kadwal_TN703B_GJ_SSA GDH_PH2,\e=34311,TN703B R2.9.2 Rev.B,10.121.19.40,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
435,\10.121.96.183_ARCHEAN CHEMICAL_TN703B_GJ_SSA BUJ_PH3,2026-08-28 01:07:43,10.121.96.183_ARCHEAN CHEMICAL_TN703B_GJ_SSA BUJ_PH3,\e=37840,TN703B R2.9.2 Rev.A,10.121.96.183,,2.9.1 Rev.A load2.9.1_p14,B1,2,,,
436,\10.121.15.154_Ranpur_TN705B_GJ_SSA AM_PH3,2026-08-26 01:18:17,10.121.15.154_Ranpur_TN705B_GJ_SSA AM_PH3,\e=39373,TN705B R2.9.2,10.121.15.154,,2.9.1 load2.9.1_p13,B1,0,,,
437,\10.121.17.93_BHUJ3_TN725B_WTR_RJ_PH1,2026-08-09 01:06:04,10.121.17.93_BHUJ3_TN725B_WTR_RJ_PH1,\e=39409,TN725B R2.9.2,10.121.17.93,,2.9.1 load2.9.1_p13,B1,2,,,
438,\10.121.99.164_NAVRACHNA UNIVERSITY_TN703B_GJ_SSA VDR_PH2,2026-09-01 01:09:07,10.121.99.164_NAVRACHNA UNIVERSITY_TN703B_GJ_SSA VDR_PH2,\e=40611,TN703B R2.9.2 Rev.B,10.121.99.164,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
439,\10.121.15.153_GERITA_TN703B_GJ_SSA MEH_PH,2026-08-23 01:20:09,10.121.15.153_GERITA_TN703B_GJ_SSA MEH_PH,\e=39361,TN703B R2.9.2 Rev.B,10.121.15.153,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
440,\10.121.19.248_L AND T ADMIN_TN703B_GJ_SSA SR_PH3,2026-07-19 01:23:14,10.121.19.248_L AND T ADMIN_TN703B_GJ_SSA SR_PH3,\e=40593,TN703B R2.9.2 Rev.B,10.121.19.248,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
441,\10.121.99.206_VIBRANT GUJ A1_TN703B_GJ_SSA SR_PH3,2026-07-03 01:11:22,10.121.99.206_VIBRANT GUJ A1_TN703B_GJ_SSA SR_PH3,\e=40605,TN703B R2.9.2 Rev.B,10.121.99.206,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
442,\10.121.25.123_PILAJIGANJ-EXCG_TN705B_GJ_SSA MEH_PH2,2026-09-08 01:03:55,10.121.25.123_PILAJIGANJ-EXCG_TN705B_GJ_SSA MEH_PH2,\e=35648,TN705B R2.9.2,10.121.25.123,,2.9.1 load2.9.1_p13,B1,2,,,
443,\10.121.17.84_Vadala_TN703B_GJ_SSA BUJ_PH3,2026-08-14 01:01:45,10.121.17.84_Vadala_TN703B_GJ_SSA BUJ_PH3,\e=37848,TN703B R2.9.2 Rev.B,10.121.17.84,,2.9.1 Rev.B load2.9.1_p14,B1,0,,,
